destination,itinerary,places_covered,hotel_details,cost_per_person,places_to_visit,weather,destination_type
Udaipur,4 Nights Udaipur,Udaipur,"Hotel Horizon,3.7",11707.0," Kumbhalgarh ,  Haldighati ,  Saheliyon Ki Bari ,  City Palace ,  Sajjangarh Palace ",hot,City
Udaipur,2 Nights Udaipur,Udaipur,"The Ananta,4.4",5950.5," Lake Pichola ,  Jag Mandir Palace ,  Return Volvo Tickets From Ahmedabad - Mmt ,  Sajjangarh Palace ",hot,City
Goa,3 Nights Goa,Goa,"Novotel Goa Candolim,4.3",11410.5, Romantic Experiences For Couples From North Goa Hotels (With Transfers) ,hot,Beach
Goa,3 Nights Goa,Goa,"Santana Beach Resort,4.5",8411.0, Cooking Lessons By Home Chef Aditi Malhotra (With Transfers) - Mmt ,hot,Beach
Shimla,4 Nights Shimla,Shimla,"Clarkes Hotel, A Grand Heritage Hotel Since 1898,4.8",14736.0," Pinjore Gardens ,  Viceregal Lodge ,  Mall Road ,  Kufri ,  Shimla Church ,  Scandal Point ,  Gaeity Theatre ,  Townhall ,  Naldhera ,  Mashobra ",cool,Mountains
Goa,3 Nights Goa,Goa,"Novotel Goa Candolim,4.3",14902.0," Candle Light Dinner And Miramar Beach Visit (With Transfers) - Mmt ,  North Goa Hop-On Hop-Off (Hoho) Tour (1 Day Pass Without Transfers) - Mmt ",hot,Beach
Goa,5 Nights Goa,Goa,"Novotel Goa Resort & Spa,4.1",22423.5, South Goa Sightseeing By An Muv - For South Goa Hotels - Mmt ,hot,Beach
Shimla,2 Nights Shimla,Shimla,"Clarkes Hotel, A Grand Heritage Hotel Since 1898,4.8",7679.0," Viceregal Lodge ,  Mall Road ,  Kufri ",cool,Mountains
Shimla,2 Nights Shimla,Shimla,"Clarkes Hotel, A Grand Heritage Hotel Since 1898,4.8",6556.0," Viceregal Lodge ,  Mall Road ,  Kufri ",cool,Mountains
Jaipur,3 Nights Jaipur,Jaipur,"Golden Tulip Jaipur,4.1",11594.5," Dinner At Rambagh Palace - Mmt ,  City Palace ,  Jantar Mantar ,  Hawa Mahal ,  Morning Cycling Tour Of Jaipur - Mmt ,  Amer Fort ",hot,City
Goa,5 Nights Goa,Goa,"Novotel Goa Resort & Spa,4.2",14328.0, South Goa Sightseeing By An Muv - For South Goa Hotels - Mmt ,hot,Beach
Goa,3 Nights Goa,Goa,"Novotel Goa Resort & Spa,4.1",23468.0, Cooking Lessons By Home Chef Aditi Malhotra (With Transfers) - Mmt ,hot,Beach
Goa,3 Nights Goa,Goa,"Novotel Goa Resort & Spa,4.1",8785.0," Bangalore To Goa Bus Ticket With Private Transfer To North Goa Hotels - Mmt ,  Night-Out In Goa - For North Goa Clients ,  Goa To Bangalore By Bus With North Goa Transfers To/From Hotel (Departure Between 5 Pm - 9 Pm) ",hot,Beach
Jaipur,2 Nights Jaipur,Jaipur,"Leisure Inn Grand Chanakya , Mmt Holidays Special,",6955.5," Hawa Mahal ,  City Palace ,  Jantar Mantar ,  Amer Fort ",hot,City
Goa,3 Nights Goa,Goa,"Keys Select Ronil Resort,3.7",12161.5," Goa - Convenience Value Pack - Mmt ,  North Goa Sightseeing By An Muv - For North Goa Hotels - Mmt ",hot,Beach
Srinagar,3 Nights Srinagar,Srinagar,"Radisson Srinagar,3.9",16535.0," Dal Lake ,  Mughal Gardens ,  Cheshma Shahi ,  Nishat Bagh ,  Shalimar Garden ,  Shankaracharya Temple ,  Dal Lake ,  Gondola Point ",moderate,Mountains
Udaipur,2 Nights Udaipur,Udaipur,"Amantra Shilpi Resort Spa & Club,3.9",12680.5, Dinner At A Lake View Haveli (With Transfers) - Mmt ,hot,City
Goa,2 Nights Goa,Goa,"Nazri Resort,3.9",8291.0, Mmt - Wind Surfing - October To May ,hot,Beach
Goa,3 Nights Goa,Goa,"Nilaya Hermitage,2",17789.0, Catamaran Sailing (With Transfers) - For 2 People - Mmt ,hot,Beach
Nainital,4 Nights Nainital,Nainital,"Vikram Vintage Inn,4.1",16891.5," Nainital Zoo ,  Naina Devi Temple ,  Lands End ,  Mall Road ,  Tiffin Top ,  Naini Lake ,  Sattal ,  Bhimtal ,  Mukhteshwar Dham ,  Chauli Ki Jaali ",cool,Mountains
Goa,5 Nights Goa,Goa,"Novotel Goa Resort & Spa,4.1",20776.5, South Goa Sightseeing By An Muv - For South Goa Hotels - Mmt ,hot,Beach
Shimla,4 Nights Shimla,Shimla,"Summit Thistle Villa Resort & Spa,4.3",13768.5," Pinjore Gardens ,  Viceregal Lodge ,  Mall Road ,  Kufri ,  Shimla Church ,  Scandal Point ,  Gaeity Theatre ,  Townhall ,  Naldhera ,  Mashobra ",cool,Mountains
Jaipur,2 Nights Jaipur,Jaipur,"Leisure Inn Grand Chanakya,4",12133.5," Amer Fort ,  Jal Mahal ,  Balaji Temple ",hot,City
Goa,3 Nights Goa,Goa,"W Goa,4.5",25972.0, Romantic Experiences For Couples From South Goa Hotels (With Transfers) ,hot,Beach
Nainital,5 Nights Nainital,Nainital,"Hotel Maya Regency Bhimtal,3.8",8271.5," Nainital Zoo ,  Naina Devi Temple ,  Lands End ,  Mall Road ,  Tiffin Top ,  Naini Lake ,  Sattal ,  Bhimtal ,  Mukhteshwar Dham ,  Chauli Ki Jaali ",cool,Mountains
Manali,4 Nights Manali,Manali,"Quality Inn And Suites River Country Resort,4.5",8665.0," Pandoh Dam ,  Hadimba Temple ,  Tibetan Monastery ,  Vashishth Kund ,  Romantic Open Air Lunch By River Beas ,  Solang Valley ",cool,Mountains
Srinagar,5 Nights Srinagar,Srinagar,"California Group Of Houseboats,3.6",12565.0," Dal Lake ,  Mughal Gardens ,  Cheshma Shahi ,  Nishat Bagh ,  Shalimar Garden ,  Shankaracharya Temple ,  Gondola Point ,  Kheerbhavani ",moderate,Mountains
Goa,3 Nights Goa,Goa,"Novotel Goa Resort & Spa,4.1",10608.0," Ahmedabad To Goa Bus Ticket With Private Transfer To South Goa Hotels - Mmt ,  South Goa Hop-On Hop-Off (Hoho) Tour (1 Day Pass Without Transfers) - Mmt ,  Goa To Ahmedabad Bus Ticket With Private Transfer From South Goa Hotels - Mmt ",hot,Beach
Nainital,2 Nights Nainital,Nainital,"Hotel Maya Regency Bhimtal,3.8",4052.5," Naina Devi Temple ,  Mall Road ,  Naini Lake ,  Nainital Zoo ,  Eco Cave Garden ",cool,Mountains
Shimla,2 Nights Shimla,Shimla,"Clarkes Hotel, A Grand Heritage Hotel Since 1898,4.5",6761.0," Viceregal Lodge ,  Mall Road ,  Kufri ",cool,Mountains
Goa,2 Nights Goa,Goa,"Nagoa Grande Resort & Spa,3.1",9636.0," Quad Bike Ride/Atv And Kayaking For Guests Staying In North Goa (With Transfer) - Mmt ,  Quad Bike Ride/Atv And Kayaking For Guests Staying In South Goa (With Transfer) - Mmt ",hot,Beach
Shimla,3 Nights Shimla,Shimla,"Clarkes Hotel, A Grand Heritage Hotel Since 1898,4.8",16520.5," Kufri ,  Viceregal Lodge ,  Mall Road ,  Personal Photoshoot In Shimla ",cool,Mountains
Jaipur,2 Nights Jaipur,Jaipur,"Ramada Jaipur,4.1",6329.5, Walking And Food Tasting Tour - Mmt ,hot,City
Goa,3 Nights Goa,Goa,"Estrela Do Mar Beach Resort , A Beach Property,4",10971.0, Romantic Experiences For Couples From North Goa Hotels (With Transfers) ,hot,Beach
Goa,3 Nights Goa,Goa,"Estrela Do Mar Beach Resort , A Beach Property,4",8638.5, North Goa Sightseeing By An Muv - For North Goa Hotels - Mmt ,hot,Beach
Goa,3 Nights Goa,Goa,"Windsor Bay,4",6002.0," Pune To Goa By Bus (Departure Between 8 Pm - 12 Am) ,  Goa Nightlife Tour (With Transfers) - Mmt ,  Goa To Pune By Bus (Departure Between 5 Pm - 9 Pm) ",hot,Beach
Jaipur,3 Nights Jaipur,Jaipur,"Le Amour Inn,4.3",7407.0," Hawa Mahal ,  City Palace ,  Jantar Mantar ,  Amer Fort ",hot,City
Goa,5 Nights Goa,Goa,"Novotel Goa Resort & Spa,4.1",19083.0, South Goa Sightseeing By An Muv - For South Goa Hotels - Mmt ,hot,Beach
Goa,3 Nights Goa,Goa,"Novotel Goa Resort & Spa,4.2",10928.0, South Goa Hop-On Hop-Off (Hoho) Tour (1 Day Pass Without Transfers) - Mmt ,hot,Beach
Dharamshala,2 Nights  Daysharamshala,Dharamshala,"Hotel The Vaikunth,3.9",17364.5," Dalai Lama Temple ,  Bhagsu Falls ,  Church Of St. John ,  War Memorial ,  Kangra Art Museum ,  Norbulingka Institute ,  Mall Road ",cool,Mountains
Goa,4 Nights Goa,Goa,"Amara Grand Baga, Goa, Mmt Holidays Special,",11854.5, North & South Goa Hop-On Hop-Off (Hoho) Tour (2 Day Pass Without Transfers) - Mmt ,hot,Beach
Manali,4 Nights Manali,Manali,"Hotel Vintage,4",12323.5," Pandoh Dam ,  Hadimba Temple ,  Tibetan Monastery ,  Vashishth Kund ,  Mall Road ,  Vanvihar ,  Solang Valley ,  Manikaran ",cool,Mountains
Goa,3 Nights Goa,Goa,"Taj Holiday Village Resort & Spa,Sinquerim,Goa,4.7",23993.0, Romantic Experiences For Couples From North Goa Hotels (With Transfers) ,hot,Beach
Goa,2 Nights Goa,Goa,"Novotel Goa Resort & Spa,4.1",7063.5," Hyderabad To Goa Bus Ticket - Mmt ,  Jet Ski And Ringo Ride At Calangute Beach - Mmt ,  Goa To Hyderabad Bus Ticket - Mmt ",hot,Beach
Srinagar,3 Nights Srinagar,Srinagar,"The Pride Inn,4.2",9940.0," Dal Lake ,  Mughal Gardens ,  Cheshma Shahi ,  Nishat Bagh ,  Shalimar Garden ,  Shankaracharya Temple ,  Dal Lake ,  Gondola Point ",moderate,Mountains
"Jaipur, Jodhpur, Udaipur","2 Nights Jaipur , 1 Nights Jodhpur , 2 Nights Udaipur","Jaipur, Jodhpur, Udaipur","Ramada Jaipur,4.1,Indana Palace Jodhpur,4.4,Ramada Udaipur Resort & Spa,4.3",24978.0," City Palace ,  Hawa Mahal ,  Jantar Mantar ,  Amer Fort ,  Mehrangarh Fort ,  Jaswant Thada ,  Ranakpur Jain Temples ",hot,City
"Jaipur, Jodhpur, Udaipur","2 Nights Jaipur , 2 Nights Jodhpur , 2 Nights Udaipur","Jaipur, Jodhpur, Udaipur","Ratnawali A Vegetarian Heritage Hotel,4.1,Hotel Raman Palace (Pure Vegetarian Family Hotel),3.8,Times Fateh Vilas Hotel And Resort,Pure Veg,3",13034.5," City Palace ,  Hawa Mahal ,  Jantar Mantar ,  Rajasthan - Convenience Value Pack - Sedan ,  Albert Hall Museum ,  Amer Fort ,  Mehrangarh Fort ,  Jaswant Thada ,  Umaid Bhawan Palace ,  Ranakpur Jain Temples ",hot,City
Jaipur,3 Nights Jaipur,Jaipur,"Red Fox Hotel , Mmt Holiday Special,",10501.5," Hawa Mahal ,  City Palace ,  Jantar Mantar ,  Amer Fort ,  Motorcycle Tour To Sambhar Lake With Lunch At Fort Sawarda ",hot,City
Udaipur,4 Nights Udaipur,Udaipur,"The Ananta,4.4",14816.0," Kumbhalgarh ,  Haldighati ,  Saheliyon Ki Bari ,  City Palace ,  Sajjangarh Palace ",hot,City
Goa,3 Nights Goa,Goa,"The Leela Goa,4.6",15437.5, South Goa Sightseeing - For North Goa Hotels - Wagonr/Similar ,hot,Beach
Dharamshala,3 Nights  Daysharamshala,Dharamshala,"Little Mastiff Dharamshala , Unit Of Pong View Hotel,3.9",20880.5," Dalai Lama Temple ,  Bhagsu Falls ,  Church Of St. John ,  War Memorial ,  Kangra Art Museum ,  Cricket Stadium ,  Norbulingka Institute ,  Kangra Art Museum ",cool,Mountains
Manali,4 Nights Manali,Manali,"Hotel Vintage,4.5",7505.0," Pandoh Dam ,  Himachal - Convenience Value Pack - Sedan - Mmt ,  Hadimba Temple ,  Tibetan Monastery ,  Vashishth Kund ,  Solang Valley ",cool,Mountains
Goa,2 Nights Goa,Goa,"Nazri Resort,3.9",7485.0, Quad Bike Ride/Atv And Kayaking For Guests Staying In North Goa (With Transfer) - Mmt ,hot,Beach
Shimla,4 Nights Shimla,Shimla,"Hotel Baljees Regency,4.2",14424.0," Pinjore Gardens ,  Viceregal Lodge ,  Mall Road ,  Kufri ,  Shimla Church ,  Scandal Point ,  Gaeity Theatre ,  Townhall ,  Naldhera ,  Mashobra ",cool,Mountains
Srinagar,2 Nights Srinagar,Srinagar,"Regenta Central Point Srinagar,4.4",8686.5," Dal Lake ,  Gondola Point ",moderate,Mountains
Goa,3 Nights Goa,Goa,"Doubletree By Hilton Hotel Goa,Arpora, Baga,3.9",9129.0, Dudhsagar Trip - For North Goa Hotels - Wagonr/Similar ,hot,Beach
Nainital,3 Nights Nainital,Nainital,"Soulitude In The Himalayas,4.7",11159.0," Naina Devi Temple ,  Mall Road ,  Naini Lake ,  Nainital Zoo ,  Eco Cave Garden ,  Sattal ,  Bhimtal ,  Naukuchiatal ",cool,Mountains
Jaipur,3 Nights Jaipur,Jaipur,"Park Regis Jaipur , Mmt Holidays Special,",17424.0," Dinner At Padao In Nahargarh Fort (With Transfers) - Mmt ,  Rajasthan - Convenience Value Pack - Suv - Mmt ,  Hawa Mahal ,  City Palace ,  Jantar Mantar ,  Amer Fort ,  Ticket To Light And Sound Show At Amer Fort - Mmt ,  Personal Photoshoot At Amer Fort - Mmt ,  Night City Tour Of Jaipur (With Transfers) - Mmt ,  Hot Air Balloon Ride (With Transfers) - Mmt ",hot,City
Dharamshala,2 Nights  Daysharamshala,Dharamshala,"Little Mastiff Dharamshala , Unit Of Pong View Hotel,3.9",5560.0," Dalai Lama Temple ,  Bhagsu Falls ,  Church Of St. John ,  War Memorial ,  Kangra Art Museum ,  Norbulingka Institute ,  Sunrise At A Hilltop (With Transfers) ",cool,Mountains
Goa,3 Nights Goa,Goa,"Windsor Bay,4",6839.5, Bondla Sanctuary - For North Goa Hotels - Wagonr/Similar ,hot,Beach
Dharamshala,3 Nights  Daysharamshala,Dharamshala,"Hotel The Vaikunth,3.9",6893.5," Dalai Lama Temple ,  Dalai Lama Temple ,  Bhagsu Falls ,  Church Of St. John ,  War Memorial ,  Kangra Art Museum ,  Norbulingka Institute ,  Kangra Art Museum ",cool,Mountains
Udaipur,3 Nights Udaipur,Udaipur,"Saagasa Hotel Yois,3.8",13156.5," Lake Pichola ,  Jag Mandir Palace ,  Saheliyon Ki Bari ,  City Palace ,  Heritage Walk ",hot,City
Goa,3 Nights Goa,Goa,"Keys Select Ronil Resort,3.7",6849.0," Ahmedabad To Goa Bus Ticket With Private Transfer To South Goa Hotels - Mmt ,  South Goa Hop-On Hop-Off (Hoho) Tour (1 Day Pass Without Transfers) - Mmt ,  Goa To Ahmedabad Bus Ticket With Private Transfer From South Goa Hotels - Mmt ",hot,Beach
Jaipur,3 Nights Jaipur,Jaipur,"Leisure Inn Grand Chanakya,4",9087.0," City Palace ,  Jantar Mantar ,  Hawa Mahal ,  Trek To The Top Of Nahargarh Fort - Mmt ,  Amer Fort ,  Dinner At Padao In Nahargarh Fort (With Transfers) - Mmt ",hot,City
Goa,3 Nights Goa,Goa,"The Ocean Park Resort,3.7",16063.5," North Goa Sightseeing By An Muv - For North Goa Hotels - Mmt ,  South Goa Sightseeing By An Muv - For North Goa Hotels - Mmt ",hot,Beach
Udaipur,3 Nights Udaipur,Udaipur,"The Ananta,4.4",14013.5," Lake Pichola ,  Jag Mandir Palace ,  Dinner At A Lake View Haveli (With Transfers) - Mmt ,  Saheliyon Ki Bari ,  City Palace ",hot,City
Srinagar,3 Nights Srinagar,Srinagar,"The Pride Inn,4.2",9940.0," Dal Lake ,  Mughal Gardens ,  Cheshma Shahi ,  Nishat Bagh ,  Shalimar Garden ,  Shankaracharya Temple ,  Dal Lake ,  Gondola Point ",moderate,Mountains
Goa,3 Nights Goa,Goa,"Amara Grand Baga, Goa, Mmt Holidays Special,",17286.0, Romantic Experiences For Couples From North Goa Hotels (With Transfers) ,hot,Beach
Shimla,4 Nights Shimla,Shimla,"Kyriad Hotel Shimla (A Unit Of Hotel C K Int.),3.5",10439.0," Pinjore Gardens ,  Viceregal Lodge ,  Mall Road ,  Kufri ,  Shimla Church ,  Scandal Point ,  Gaeity Theatre ,  Townhall ,  Naldhera ,  Mashobra ",cool,Mountains
Goa,3 Nights Goa,Goa,"Novotel Goa Resort & Spa,4.1",12281.0, South Goa Hop-On Hop-Off (Hoho) Tour (1 Day Pass Without Transfers) - Mmt ,hot,Beach
Goa,3 Nights Goa,Goa,"Resort Terra Paraiso , A  Beach Property.,4.2",12753.5, Dolphin Trip ,hot,Beach
Srinagar,4 Nights Srinagar,Srinagar,"The Orchard Retreat & Spa,4.6",17127.0," Dal Lake ,  Mughal Gardens ,  Cheshma Shahi ,  Nishat Bagh ,  Shalimar Garden ,  Shankaracharya Temple ,  Dal Lake ,  Gondola Point ,  Avantipur Ruins ",moderate,Mountains
Goa,3 Nights Goa,Goa,"Taj Exotica Resort & Spa,Salcete,Goa,4.8",26118.5," Bondla Wildlife Sanctuary Visit For North Goa Hotels (With Transfers) - Mmt ,  Mmt - Candle Light Dinner And Visit To Miramar Beach In Goa ",hot,Beach
Goa,2 Nights Goa,Goa,"Goa Marriott Resort & Spa,4.5",17742.5, Crab Catching In Goa (With Refreshments) - Mmt ,hot,Beach
Goa,3 Nights Goa,Goa,"Novotel Goa Candolim,4.3",11875.5, Romantic Experiences For Couples From North Goa Hotels (With Transfers) ,hot,Beach
Goa,2 Nights Goa,Goa,"Vivanta Goa, Panaji,4.7",17970.5," Quad Bike Ride/Atv And Kayaking For Guests Staying In North Goa (With Transfer) - Mmt ,  Quad Bike Ride/Atv And Kayaking For Guests Staying In South Goa (With Transfer) - Mmt ",hot,Beach
Jaipur,2 Nights Jaipur,Jaipur,"Ramada Jaipur,4.1",10625.0," Amer Fort ,  Jal Mahal ,  Balaji Temple ",hot,City
Manali,3 Nights Manali,Manali,"Solang Valley Resort,3.8",18388.5," Vashishth Kund ,  Hadimba Temple ,  Tibetan Monastery ,  Personal Photoshoot In Manali ,  Solang Valley ",cool,Mountains
Jaipur,3 Nights Jaipur,Jaipur,"Park Regis Jaipur , Mmt Holidays Special,",12658.0," City Palace ,  Jantar Mantar ,  Hawa Mahal ,  Personal Photoshoot At Amer Fort - Mmt ,  Ticket To Light And Sound Show At Amer Fort - Mmt ,  Amer Fort ",hot,City
Goa,4 Nights Goa,Goa,"Keys Select Ronil Resort,3.7",9312.0," North Goa Sightseeing By An Muv - For North Goa Hotels - Mmt ,  South Goa Sightseeing By An Muv - For North Goa Hotels - Mmt ",hot,Beach
Goa,3 Nights Goa,Goa,"Novotel Goa Resort & Spa,4.2",14361.5, Cooking Lessons By Home Chef Aditi Malhotra (With Transfers) - Mmt ,hot,Beach
Srinagar,4 Nights Srinagar,Srinagar,"Radisson Srinagar,3.9",21753.0," Dal Lake ,  Mughal Gardens ,  Cheshma Shahi ,  Nishat Bagh ,  Shalimar Garden ,  Shankaracharya Temple ,  Dal Lake ,  Gondola Point ,  Avantipur Ruins ,  Full Day Excursion From Srinagar To Doodhpatri - Mmt ",moderate,Mountains
Srinagar,3 Nights Srinagar,Srinagar,"The Orchard Retreat & Spa,4.6",14634.5," Dal Lake ,  Mughal Gardens ,  Cheshma Shahi ,  Nishat Bagh ,  Shalimar Garden ,  Shankaracharya Temple ,  Dal Lake ,  Gondola Point ",moderate,Mountains
"Jaipur, Jodhpur, Udaipur","2 Nights Jaipur , 1 Nights Jodhpur , 2 Nights Udaipur","Jaipur, Jodhpur, Udaipur","Ramada Jaipur,4.1,Indana Palace Jodhpur,4.4,The Ananta,4.4",26552.0," City Palace ,  Hawa Mahal ,  Jantar Mantar ,  Amer Fort ,  Mehrangarh Fort ,  Jaswant Thada ,  Ranakpur Jain Temples ",hot,City
Dharamshala,2 Nights  Daysharamshala,Dharamshala,"Little Mastiff Dharamshala , Unit Of Pong View Hotel,3.9",4303.5," Dalai Lama Temple ,  Dalai Lama Temple ,  Bhagsu Falls ,  Church Of St. John ,  War Memorial ,  Kangra Art Museum ,  Norbulingka Institute ",cool,Mountains
Srinagar,4 Nights Srinagar,Srinagar,"The Orchard Retreat & Spa,4.6",14286.5," Dal Lake ,  Mughal Gardens ,  Cheshma Shahi ,  Nishat Bagh ,  Shalimar Garden ,  Shankaracharya Temple ,  Dal Lake ,  Gondola Point ,  Avantipur Ruins ",moderate,Mountains
Jaipur,3 Nights Jaipur,Jaipur,"Ratnawali A Vegetarian Heritage Hotel,4.1",9054.0," Hawa Mahal ,  City Palace ,  Jantar Mantar ,  Amer Fort ",hot,City
Goa,2 Nights Goa,Goa,"Nilaya Hermitage,2",9476.0, Dolphin Trip ,hot,Beach
Srinagar,2 Nights Srinagar,Srinagar,"California Group Of Houseboats,3.6",7768.0," Dal Lake ,  Gondola Point ",moderate,Mountains
Udaipur,2 Nights Udaipur,Udaipur,"Saagasa Hotel Yois,3.8",5631.0, High Tea At The Sunset Terrace Of The Fateh Prakash Palace - Mmt ,hot,City
Goa,2 Nights Goa,Goa,"Novotel Goa Resort & Spa,4.1",7991.5, Self Drive Suv For 3 Days From Mumbai ,hot,Beach
Goa,3 Nights Goa,Goa,"Grand Hyatt Goa,4.5",17567.5, South Goa Sightseeing - For North Goa Hotels - Wagonr/Similar ,hot,Beach
Jaipur,2 Nights Jaipur,Jaipur,"Ramada Jaipur,4.1",5882.0," Return Volvo Tickets Ex Delhi ,  Hawa Mahal ,  City Palace ,  Jantar Mantar ,  Amer Fort ",hot,City
Goa,3 Nights Goa,Goa,"Nilaya Hermitage,2",16324.0," Goa - Convenience Value Pack - Mmt ,  Romantic Experiences For Couples From North Goa Hotels (With Transfers) ,  Mmt - Candid Photographer In Goa ",hot,Beach
Manali,3 Nights Manali,Manali,"Hotel Vintage,4",5963.5," Vashishth Kund ,  Hadimba Temple ,  Tibetan Monastery ,  Romantic Open Air Lunch By River Beas ,  Solang Valley ",cool,Mountains
Jaipur,2 Nights Jaipur,Jaipur,"Ramada Jaipur,4.1",6339.0," Return Volvo Tickets Ex Delhi ,  Hawa Mahal ,  City Palace ,  Jantar Mantar ,  Amer Fort ",hot,City
Udaipur,2 Nights Udaipur,Udaipur,"The Ananta,4.4",5950.5," Lake Pichola ,  Jag Mandir Palace ,  Return Volvo Tickets From Ahmedabad - Mmt ,  Sajjangarh Palace ",hot,City
Goa,3 Nights Goa,Goa,"Estrela Do Mar Beach Resort , A Beach Property,4",17195.5, Visit To Elephant Village (With Transfers And Lunch) For Guests Staying In North Goa Only - Mmt ,hot,Beach
Jaipur,3 Nights Jaipur,Jaipur,"Park Regis Jaipur , Mmt Holidays Special,",10711.0," City Palace ,  Jantar Mantar ,  Hawa Mahal ,  Jeep Safari In A Village - Mmt ,  Amer Fort ,  Dinner At 1135Ad Restaurant In Amer Fort - Mmt ,  Ticket To Light And Sound Show At Amer Fort - Mmt ",hot,City
Goa,3 Nights Goa,Goa,"Windsor Bay,4",5917.5," Mumbai To Goa By Bus (Departure Between 5 Pm - 10 Pm) ,  Goa Nightlife Tour (With Transfers) - Mmt ,  Goa To Mumbai By Bus (Departure Between 5 Pm - 9 Pm) ",hot,Beach
Goa,4 Nights Goa,Goa,"Planet Hollywood Beach Resort,4.6",22439.0," Goa - Convenience Value Pack - Mmt ,  Romantic Experiences For Couples From South Goa Hotels (With Transfers) ,  Mmt - Candid Photographer In Goa ",hot,Beach
Jaipur,2 Nights Jaipur,Jaipur,"Ramada Jaipur,4.1",4671.0, Walking And Food Tasting Tour - Mmt ,hot,City
Jaipur,2 Nights Jaipur,Jaipur,"Royal Heritage Haveli,4.5",6949.0," Hawa Mahal ,  City Palace ,  Jantar Mantar ,  Amer Fort ,  Ticket To Light And Sound Show At Amer Fort - Mmt ,  Dinner At 1135Ad Restaurant In Amer Fort - Mmt ",hot,City
Jaipur,2 Nights Jaipur,Jaipur,"Leisure Inn Grand Chanakya,4",4190.5," Return Volvo Tickets Ex Delhi ,  Hawa Mahal ,  City Palace ,  Jantar Mantar ,  Amer Fort ",hot,City
Goa,2 Nights Goa,Goa,"Hard Rock Hotel Goa,4.2",10326.5, Mmt - Wind Surfing - October To May ,hot,Beach
Jaipur,3 Nights Jaipur,Jaipur,"Ramada Jaipur,4.1",7165.0, Self Drive Suv For 4 Days From Delhi ,hot,City
Goa,5 Nights Goa,Goa,"The Ocean Park Resort,3.7",11273.0, North Goa Sightseeing By An Muv - For North Goa Hotels - Mmt ,hot,Beach
Jaipur,2 Nights Jaipur,Jaipur,"Jai Mahal Palace,4.7",15240.5," Hawa Mahal ,  City Palace ,  Jantar Mantar ,  Amer Fort ",hot,City
Jaipur,3 Nights Jaipur,Jaipur,"Ramada Jaipur,4.1",21266.5," Walking And Food Tasting Tour - Mmt ,  Rajasthan - Convenience Value Pack - Suv - Mmt ,  Hawa Mahal ,  City Palace ,  Jantar Mantar ,  Amer Fort ,  Dinner At Padao In Nahargarh Fort (With Transfers) - Mmt ,  Jeep Safari In A Village - Mmt ,  Personal Photoshoot At Amer Fort - Mmt ,  Hot Air Balloon Ride (With Transfers) - Mmt ",hot,City
Goa,3 Nights Goa,Goa,"Santana Beach Resort,4.5",8235.0, Self Drive Suv For 4 Days From Pune ,hot,Beach
Jaipur,3 Nights Jaipur,Jaipur,"Ramada Jaipur,4.1",12499.5," Hawa Mahal ,  City Palace ,  Jantar Mantar ,  Amer Fort ,  Motorcycle Tour To Sambhar Lake With Lunch At Fort Sawarda ",hot,City
Jaipur,2 Nights Jaipur,Jaipur,"Red Fox Hotel , Mmt Holiday Special,",5595.0," Hawa Mahal ,  City Palace ,  Jantar Mantar ,  Amer Fort ",hot,City
Goa,3 Nights Goa,Goa,"Novotel Goa Resort & Spa,4.1",14251.5, Cooking Lessons By Home Chef Aditi Malhotra (With Transfers) - Mmt ,hot,Beach
Shimla,3 Nights Shimla,Shimla,"The Oberoi Cecil,4.8",25080.5," Shimla Church ,  Scandal Point ,  Gaeity Theatre ,  Townhall ,  Kufri ,  Indira Bunglow ,  Himalayan Zoo ,  Naldhera ,  Mall Road ,  Scandal Point ,  Shimla Church ,  Gaeity Theatre ,  Townhall ,  Personal Photoshoot In Shimla ",cool,Mountains
Srinagar,5 Nights Srinagar,Srinagar,"The Pride Inn,4.2",10710.5," Dal Lake ,  Mughal Gardens ,  Cheshma Shahi ,  Nishat Bagh ,  Shalimar Garden ,  Shankaracharya Temple ,  Gondola Point ,  Kheerbhavani ",moderate,Mountains
Goa,3 Nights Goa,Goa,"Santana Beach Resort,4.5",8978.5, Cooking Lessons By Home Chef Aditi Malhotra (With Transfers) - Mmt ,hot,Beach
Goa,3 Nights Goa,Goa,"Novotel Goa Dona Sylvia Resort,4.3",11558.0, Combo Sightseeing Tour (North & South Goa) - For North Goa Hotels ,hot,Beach
Goa,3 Nights Goa,Goa,"Windsor Bay,4",15315.5, Dudhsagar Trip - For North Goa Hotels - Wagonr/Similar ,hot,Beach
Dharamshala,2 Nights  Daysharamshala,Dharamshala,"Little Mastiff Dharamshala , Unit Of Pong View Hotel,3.9",4039.5," Dalai Lama Temple ,  Bhagsu Falls ,  Church Of St. John ,  War Memorial ,  Kangra Art Museum ,  Norbulingka Institute ,  Mall Road ",cool,Mountains
Udaipur,2 Nights Udaipur,Udaipur,"The Ananta,4.4",8201.0," Day Outing At Krishna Ranch (With Transfers, Horse Riding, Dinner & Bonfire) - Mmt ",hot,City
Goa,3 Nights Goa,Goa,"Santana Beach Resort,4.5",8290.0, South Goa Sightseeing By An Muv - For South Goa Hotels - Mmt ,hot,Beach
Goa,5 Nights Goa,Goa,"Santana Beach Resort,4.5",11218.5, South Goa Sightseeing By An Muv - For South Goa Hotels - Mmt ,hot,Beach
